Timestamp,ATACAMA_______220,CARDONES______220,CHARRUA_______220,CRUCERO_______220,P.AZUCAR______220,P.MONTT_______220,QUILLOTA______220,TARAPACA______220
2025-01-01 00:00:00,263.80375,247.20739,207.82993,261.24185,238.55238,0.0,227.52667,279.98623
2025-01-01 01:00:00,293.47575,273.98726,232.20906,290.73765,264.66255,0.0,252.36,311.67091
2025-01-01 02:00:00,291.72817,271.41318,235.6727,288.18251,263.20517,0.0,252.36,305.40607
2025-01-01 03:00:00,294.2013,272.91473,235.4645,290.62409,264.0632000000001,0.0,252.36,311.08417
2025-01-01 04:00:00,292.40921,271.87742,233.8093,288.91658,263.34167,0.0,250.792,308.70231
2025-01-01 05:00:00,265.45755,248.073,214.02763,262.2338,240.74309,0.0,229.598,279.75418
2025-01-01 06:00:00,261.6683400000001,246.58111,214.85944,258.44586,240.21662,0.0,229.68333,275.17291
2025-01-01 07:00:00,77.03422,72.9538,63.45390999999999,76.12215,71.2663,0.0,68.32,80.6808
2025-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:00:00,28.30964,27.77328,27.89682,28.10474,28.23431,31.31688,30.13267,29.77107
2025-01-01 20:00:00,260.5712,252.27494,231.03573,258.17439,250.76863,249.80765,258.40267,276.21177
2025-01-01 21:00:00,268.06367,258.71825,229.64723,264.83501,256.17068,250.32898,261.96,284.86839
2025-01-01 22:00:00,284.84245,271.51697,231.83212,281.32188,266.00924,232.02493,267.41333,301.99757
2025-01-01 23:00:00,309.94411,292.34037,248.79721,306.38161,283.9629399999999,0.0,278.32,328.40368
2025-01-02 00:00:00,333.72443,313.70662,267.55182,329.9528,303.7178,0.0,295.43467,352.75344
2025-01-02 01:00:00,327.70633,309.03354,258.38262,324.07268,299.94097,0.0,294.17333,345.67763
2025-01-02 02:00:00,345.02741,324.60659,256.93522,340.97396,314.26567,0.0,307.08,363.21422
2025-01-02 03:00:00,361.69713,337.39192,259.95304,356.799,325.50324,0.0,314.39867,379.07114
2025-01-02 04:00:00,382.09719,355.656,264.84525,377.37145,343.05678,0.0,327.04,400.2479
2025-01-02 05:00:00,422.58211,391.8730200000001,264.52682,417.7090100000001,377.37834,0.0,356.44,442.96916
2025-01-02 06:00:00,410.62325,382.44439,266.35055,405.6391599999999,368.80343,0.0,346.64,430.5763100000001
2025-01-02 07:00:00,226.19778,210.91443,166.54185,223.5607,203.9701,0.0,192.856,236.61998
2025-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,552.7765899999999,0.0,0.0
2025-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,596.65277,0.0,0.0
2025-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,598.77947,0.0,0.0
