Timestamp,TH_NP15_GEN-APND,TH_SP15_GEN-APND,TH_ZP26_GEN-APND
2020-01-01 00:00:00,32.76137,32.43968,32.43298
2020-01-01 01:00:00,30.90384,30.15999,30.2225
2020-01-01 02:00:00,32.15974,31.27101,31.38129
2020-01-01 03:00:00,31.24182,30.27013,30.38648
2020-01-01 04:00:00,30.98365,29.71527,29.91375
2020-01-01 05:00:00,33.17688,31.69704,31.96248
2020-01-01 06:00:00,33.87663,32.55,32.74049
2020-01-01 07:00:00,32.69939,31.12721,31.29682
2020-01-01 08:00:00,29.30171,27.90528,27.8324
2020-01-01 09:00:00,23.5011,21.88321,21.92481
2020-01-01 10:00:00,20.79992,19.15,19.25986
2020-01-01 11:00:00,19.3375,17.71566,17.85915
2020-01-01 12:00:00,16.50975,15.05778,15.22
2020-01-01 13:00:00,14.07911,12.99747,13.07866
2020-01-01 14:00:00,17.54841,16.24178,16.35697
2020-01-01 15:00:00,25.54745,25.54745,25.54745
2020-01-01 16:00:00,34.48078,33.38433,33.14416
2020-01-01 17:00:00,38.1942,37.43749,37.13325
2020-01-01 18:00:00,37.89349,36.78238,36.91967
2020-01-01 19:00:00,37.32097,36.71459,36.42475
2020-01-01 20:00:00,37.36854,36.07149,36.31521
2020-01-01 21:00:00,35.05052,33.97397,33.94676
2020-01-01 22:00:00,31.62214,30.90266,30.65643
2020-01-01 23:00:00,30.30814,29.64999,29.42959
2020-01-02 00:00:00,29.341,27.96399,28.11017
2020-01-02 01:00:00,30.02922,28.62772,28.76219
2020-01-02 02:00:00,27.67223,26.6294,26.6128
2020-01-02 03:00:00,29.54656,28.37663,28.44163
2020-01-02 04:00:00,29.54927,28.5381,28.53217
2020-01-02 05:00:00,35.13127,34.33,34.24097
2020-01-02 06:00:00,41.14022,40.31624,40.2075
2020-01-02 07:00:00,41.65117,40.25495,40.20448
2020-01-02 08:00:00,39.39591,36.83179,36.99596
2020-01-02 09:00:00,32.81218,29.93831,30.07302
