Timestamp,TH_NP15_GEN-APND,TH_SP15_GEN-APND,TH_ZP26_GEN-APND
2024-01-01 00:00:00,46.75774,46.08,45.84287
2024-01-01 01:00:00,46.04052,45.32571,45.16708
2024-01-01 02:00:00,45.13062,44.91129,44.51086
2024-01-01 03:00:00,44.93121,44.56314,44.22495
2024-01-01 04:00:00,44.5526,44.17126,43.81786
2024-01-01 05:00:00,42.91674,42.61442,42.23413
2024-01-01 06:00:00,44.73499,44.46233,43.9652
2024-01-01 07:00:00,47.48284,45.23494,45.44274
2024-01-01 08:00:00,43.93622,36.39075,39.05476
2024-01-01 09:00:00,39.24842,28.78897,32.80168
2024-01-01 10:00:00,37.15188,26.44054,30.57985
2024-01-01 11:00:00,36.05065,22.84608,28.19595
2024-01-01 12:00:00,33.53185,22.66,26.81557
2024-01-01 13:00:00,33.6095,22.36894,26.67972
2024-01-01 14:00:00,35.40792,23.85693,26.10738
2024-01-01 15:00:00,40.18776,37.86516,37.81347
2024-01-01 16:00:00,49.74562,49.77848,48.65382
2024-01-01 17:00:00,50.31054,50.7194,49.44837
2024-01-01 18:00:00,50.66406,50.99369,49.77701
2024-01-01 19:00:00,50.76416,51.06365,49.96002
2024-01-01 20:00:00,50.55239,50.89036,49.8324
2024-01-01 21:00:00,49.63764,50.44555,49.16557
2024-01-01 22:00:00,49.61554,50.16388,49.1759
2024-01-01 23:00:00,46.8524,47.2974,46.38561
2024-01-02 00:00:00,45.29555,44.53664,44.37566
2024-01-02 01:00:00,44.68259,43.89359,43.76209
2024-01-02 02:00:00,44.41664,43.72221,43.55987
2024-01-02 03:00:00,44.62938,43.97096,43.83952
2024-01-02 04:00:00,44.87594,44.43286,44.23175
2024-01-02 05:00:00,48.24863,48.40952,47.82377
2024-01-02 06:00:00,56.83304,56.89019,56.4232
2024-01-02 07:00:00,59.02525,57.28016,57.75158
2024-01-02 08:00:00,48.589,38.19555,46.49379
2024-01-02 09:00:00,48.83333,28.87831,40.55388
2024-01-02 10:00:00,44.66,27.00376,38.33412
2024-01-02 11:00:00,44.07506,26.4234,37.94318
2024-01-02 12:00:00,43.77,22.92473,34.29026
2024-01-02 13:00:00,43.12718,21.93541,33.2547
2024-01-02 14:00:00,41.4485,26.87915,35.66621
2024-01-02 15:00:00,48.15572,41.58455,46.12017
2024-01-02 16:00:00,56.27077,55.23071,55.3722
2024-01-02 17:00:00,58.49384,57.7594,58.12743
2024-01-02 18:00:00,56.7112,56.64223,56.38505
2024-01-02 19:00:00,56.49621,56.52317,56.31932
2024-01-02 20:00:00,55.44622,55.3123,55.21526
2024-01-02 21:00:00,55.35299,54.66398,54.94685
2024-01-02 22:00:00,48.55557,48.36017,48.21558
2024-01-02 23:00:00,47.7939,47.09062,47.22199
2024-01-03 00:00:00,49.55488,49.3975,48.89591
2024-01-03 01:00:00,49.14402,49.24018,48.67003
2024-01-03 02:00:00,45.95313,45.93774,45.37823
2024-01-03 03:00:00,45.3625,44.84028,44.47139
2024-01-03 04:00:00,44.95763,44.38602,43.96115
2024-01-03 05:00:00,49.48693,49.32344,48.47851
2024-01-03 06:00:00,52.96294,52.74837,52.24273
2024-01-03 07:00:00,54.49137,52.6,53.04888
2024-01-03 08:00:00,52.0,46.88579,49.10694
2024-01-03 09:00:00,50.61983,38.47423,44.15165
2024-01-03 10:00:00,47.8451,36.12302,40.68399
2024-01-03 11:00:00,46.88958,34.7141,38.23592
2024-01-03 12:00:00,44.1662,28.6507,32.63805
2024-01-03 13:00:00,42.15815,27.03855,31.3967
2024-01-03 14:00:00,44.71,31.06349,32.93864
2024-01-03 15:00:00,50.66467,40.09115,43.90265
2024-01-03 16:00:00,56.33593,54.71921,54.40808
2024-01-03 17:00:00,58.14,56.91617,56.67384
2024-01-03 18:00:00,55.5206,55.50909,54.755
2024-01-03 19:00:00,54.8842,55.38014,54.31956
2024-01-03 20:00:00,53.99575,54.92503,53.71328
2024-01-03 21:00:00,53.75654,54.32708,53.27782
2024-01-03 22:00:00,49.96903,50.13689,49.21933
2024-01-03 23:00:00,48.46997,48.57919,47.6969
2024-01-05 00:00:00,66.72888,67.55964,65.92677
2024-01-05 01:00:00,59.39367,60.17947,58.7869
2024-01-05 02:00:00,59.3326,60.16522,58.73773
2024-01-05 03:00:00,58.59925,59.57166,58.02674
2024-01-05 04:00:00,59.77646,61.03876,59.29112
2024-01-05 05:00:00,66.56927,68.96457,66.45593
2024-01-05 06:00:00,75.4827,78.61273,75.79149
2024-01-05 07:00:00,70.67658,71.0603,69.77513
2024-01-05 08:00:00,59.61866,56.79425,56.66863
2024-01-05 09:00:00,56.44858,42.41006,47.85051
2024-01-05 10:00:00,53.37996,33.47617,41.95141
2024-01-05 11:00:00,51.93479,27.2686,38.19439
2024-01-05 12:00:00,52.02414,25.54982,37.33454
2024-01-05 13:00:00,51.60233,23.58822,36.05179
2024-01-05 14:00:00,52.026,32.5033,40.58026
2024-01-05 15:00:00,57.28287,54.5877,54.11001
2024-01-05 16:00:00,74.2739,74.89766,73.26138
2024-01-05 17:00:00,75.0623,75.6668,74.09399
2024-01-05 18:00:00,74.93062,75.86552,74.0493
2024-01-05 19:00:00,74.63178,75.89744,74.06865
2024-01-05 20:00:00,74.95613,75.73283,74.23214
2024-01-05 21:00:00,74.31864,75.46003,73.72172
2024-01-05 22:00:00,73.60605,75.08906,72.95505
2024-01-05 23:00:00,73.46479,74.8557,72.98812
2024-01-06 00:00:00,68.92343,69.05713,67.72341
2024-01-06 01:00:00,68.52772,68.48785,67.35324
2024-01-06 02:00:00,68.17277,67.79525,66.86492
2024-01-06 03:00:00,67.7039,66.84565,66.15283
2024-01-06 04:00:00,66.34228,65.39704,64.81921
2024-01-06 05:00:00,69.36763,68.76943,67.81129
2024-01-06 06:00:00,69.6185,68.96363,68.21355
2024-01-06 07:00:00,68.4024,64.93631,65.57434
2024-01-06 08:00:00,68.5377,43.20961,54.69097
2024-01-06 09:00:00,65.0,32.75323,47.50809
2024-01-06 10:00:00,67.0,23.09253,43.51777
2024-01-06 11:00:00,62.93687,22.20919,41.08068
2024-01-06 12:00:00,60.73,10.16647,34.19503
2024-01-06 13:00:00,60.91272,8.28867,33.35675
2024-01-06 14:00:00,68.0,18.66,41.83104
2024-01-06 15:00:00,69.52177,41.4739,53.90767
2024-01-06 16:00:00,68.59588,67.41662,66.67602
2024-01-06 17:00:00,69.14629,68.16743,67.35427
2024-01-06 18:00:00,69.38743,67.99516,67.38512
2024-01-06 19:00:00,68.13528,67.53463,66.51784
2024-01-06 20:00:00,67.68546,67.20484,66.06454
2024-01-06 21:00:00,68.58111,67.80384,66.89208
2024-01-06 22:00:00,68.45273,67.58157,66.4227
2024-01-06 23:00:00,67.03924,66.58526,65.37271
2024-01-07 00:00:00,72.13162,68.33823,69.17564
2024-01-07 01:00:00,67.16489,63.77193,64.48597
2024-01-07 02:00:00,64.00802,60.82637,61.36058
2024-01-07 03:00:00,63.14072,60.2358,60.72607
2024-01-07 04:00:00,64.62,61.78692,62.19291
2024-01-07 05:00:00,71.25783,68.01429,68.46166
2024-01-07 06:00:00,73.15562,69.65,70.25142
2024-01-07 07:00:00,73.28,62.28494,66.01811
