coordinate_id,market,host,our_method_Overall_MAE,our_method_Tail_MAE,our_method_Upper_tail_MAE,our_method_Lower_tail_MAE,our_method_Normal_region_MAE,our_method_negative_price_MAE,our_method_n_days,our_method_seeds,host_overall_mae,host_tail_mae,host_normal_mae,our_gain_vs_host_pct,our_tail_gain_vs_host_pct,our_normal_harm_pct,host_nonworse,best_strict_comparator,best_strict_comparator_setting,best_strict_comparator_Overall_MAE,best_strict_comparator_Tail_MAE,best_strict_comparator_status,strict_comparator_count,strict_win,strict_margin_pct,strict_margin_abs,control_method,control_Overall_MAE,control_status,our_gain_vs_control_pct,control_excluded_from_rank,inference_setting_disclosure
GANSU_DA::LSTM,GANSU_DA,LSTM,120.3141817954147,144.0768238380997,,144.0768238380997,120.17189052569802,,21.0,7|17|37,121.15918904259091,138.25179290771484,121.05683812124286,0.6974355423253688,-4.213349286741729,-0.7310182632215593,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,121.24166387224955,137.47464243570963,NUMERIC_NEW_EXECUTION,1,True,0.7649862656224534,0.9274820768348491,MatchedDirectResidual,96.42348585147707,NUMERIC_NEW_EXECUTION,-24.776843248269333,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
GANSU_DA::PatchTST,GANSU_DA,PatchTST,69.07711777762107,9.727360011965539,,9.727360011965539,69.44954674173749,,21.0,7|17|37,72.05343198019361,9.323661804199219,72.42905934651692,4.1307042853846045,-4.329824657351914,-4.113697777745215,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,71.57988912337962,105.60544094727508,NUMERIC_IMPORTED_FROZEN,2,True,3.496472789228007,2.5027713457585463,MatchedDirectResidual,92.71002307979572,NUMERIC_IMPORTED_FROZEN,25.49120851996095,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,69.68620769441972,44.18020854910598,,44.18020854910598,69.83893822822398,,21.0,7|17|37,75.85195459638324,65.28308868408203,75.91524121861258,8.128659221469173,32.32518644621293,-8.004062020814386,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,75.86973489263619,157.38746051104917,NUMERIC_IMPORTED_FROZEN,2,True,8.15018954127996,6.183527198216467,MatchedDirectResidual,101.85729472763836,NUMERIC_IMPORTED_FROZEN,31.584470331008323,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
GANSU_DA::iTransformer,GANSU_DA,iTransformer,72.09127056293745,39.653872465835384,,39.653872465835384,72.30033468657238,,21.0,7|17|37,77.13809982178704,55.13475799560547,77.26985635966835,6.542589551089963,28.07826875925345,-6.431384639780244,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,76.7080945933149,55.70440673828125,NUMERIC_NEW_EXECUTION,1,True,6.018692101341545,4.616824030377444,MatchedDirectResidual,101.8046881633382,NUMERIC_NEW_EXECUTION,29.186688880896853,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,70.01658970198804,63.857661073461706,,63.857661073461706,73.77219539929645,,7.0,7|17|37,75.73468301409767,70.23184676397415,79.03638476417179,7.550164712573277,9.075919236374284,-6.660463254465126,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,75.7378948983692,70.24382170419844,NUMERIC_NEW_EXECUTION,1,True,7.554085314964778,5.7213051963811665,MatchedDirectResidual,133.2965513737429,NUMERIC_NEW_EXECUTION,47.47306739716591,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,79.59099336858881,72.66419036351184,,72.66419036351184,83.5414517062223,,7.0,7|17|37,82.47408810115996,73.18104904417008,88.04991153535389,3.4957582423158704,0.706273943061794,-5.120345665902617,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,81.63252032796542,72.42038621599713,NUMERIC_IMPORTED_FROZEN,2,True,2.5008745916144783,2.041526959376611,MatchedDirectResidual,100.67551017978361,NUMERIC_IMPORTED_FROZEN,20.943044414220143,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,82.42240722632889,80.27194059435173,,80.27194059435173,84.28477863054736,,7.0,7|17|37,92.56650777090164,99.5849840678866,88.35542199271066,10.958715834542435,19.393529711637303,-4.607123445688623,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,91.88305592678842,99.10003402119591,NUMERIC_IMPORTED_FROZEN,2,True,10.296401882843,9.46064870045953,MatchedDirectResidual,107.24015696559634,NUMERIC_IMPORTED_FROZEN,23.142216909687317,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,73.48930804647625,62.696688399933784,,62.696688399933784,79.96487983440174,,7.0,7|17|37,86.55437153861637,70.4630389743381,96.20917107718331,15.094631570759097,11.021878544342579,-16.88434798980824,True,delta-Adapter,OFFLINE_STATIC_POSTHOC,86.60702903497787,70.80266324300615,NUMERIC_NEW_EXECUTION,1,True,15.146254449166914,13.117720988501617,MatchedDirectResidual,102.51669785557758,NUMERIC_NEW_EXECUTION,28.314792044896173,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,125.84085862746718,114.23843545077524,209.4190491623442,53.66895399795862,137.4432818041591,,6.0,7|17|37,117.17892042795818,106.60477744208441,127.75306341383192,-7.392061787115017,-7.160709108780792,7.585116263660587,False,delta-Adapter,OFFLINE_STATIC_POSTHOC,117.12284853723314,106.26361301210191,NUMERIC_NEW_EXECUTION,1,False,-7.443475119598552,-8.718010090234046,MatchedDirectResidual,169.54346189109816,NUMERIC_NEW_EXECUTION,25.77663731539362,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,119.98887941780893,130.0997558567758,160.81163575432515,110.55583228560803,116.34974990342016,,6.0,7|17|37,110.85987186431885,111.58940823872884,110.13033548990886,-8.234726777118285,-16.587907320421348,5.647321771830233,False,delta-Adapter,OFFLINE_STATIC_POSTHOC,110.7663416200214,111.56017703480191,NUMERIC_IMPORTED_FROZEN,2,False,-8.326119345373895,-9.222537797787538,MatchedDirectResidual,125.52915040817525,NUMERIC_IMPORTED_FROZEN,4.413533408257263,True,model parameters are frozen on POST_TRAIN before DEV_EVAL is opened; no gradient/update/TTA occurs during DEV_EVAL; each day may use only historically revealed residual windows from strictly earlier eligible origins
