Timestamp,CAPITL,CENTRL,DUNWOD,GENESE,H Q,HUD VL,LONGIL,MHK VL,MILLWD,N.Y.C.,NORTH,NPX,O H,PJM,WEST
01/01/2006 00:00,54.72,49.83,55.6,47.86,54.42,55.18,88.07,51.96,55.44,56.07,51.7,54.77,45.0,46.66,45.47
01/01/2006 01:00,48.07,43.92,48.9,42.31,46.18,48.62,85.96,45.9,48.8,49.31,46.09,48.25,39.5,40.42,39.78
01/01/2006 02:00,45.91,41.87,46.48,40.51,48.44,46.22,81.96,43.72,46.44,46.88,43.94,46.0,38.01,38.45,38.19
01/01/2006 03:00,45.81,41.78,46.33,40.43,47.51,46.07,81.15,43.58,46.25,46.73,43.8,45.9,38.02,38.72,38.24
01/01/2006 04:00,44.87,41.1,45.3,39.81,47.54,45.0,81.24,42.73,45.21,45.69,42.94,44.91,37.54,38.48,37.75
01/01/2006 05:00,45.52,41.57,46.04,40.0,49.01,45.78,83.45,43.3,46.0,46.43,43.48,45.56,37.4,38.96,37.79
01/01/2006 06:00,49.23,44.99,50.22,43.02,50.34,49.94,85.0,46.97,50.18,50.6,47.16,49.47,39.58,41.93,40.0
01/01/2006 07:00,51.45,46.83,52.53,44.87,52.91,52.04,85.95,49.05,52.58,52.93,49.24,51.7,40.79,43.49,41.28
01/01/2006 08:00,56.81,51.79,58.26,49.74,54.42,57.77,86.24,54.31,58.37,58.8,54.64,57.13,40.08,46.25,41.1
01/01/2006 09:00,61.57,55.88,63.88,53.15,58.33,61.19,88.27,58.56,61.0,84.0,58.5,61.92,45.1,51.09,46.28
01/01/2006 10:00,64.57,58.68,66.98,55.58,60.92,64.51,90.75,61.59,64.35,85.54,60.8,65.0,48.28,54.11,49.39
01/01/2006 11:00,62.19,56.58,64.63,53.4,58.88,61.57,89.38,59.24,61.26,87.95,59.0,62.54,48.28,53.29,49.29
01/01/2006 12:00,59.76,54.36,61.94,51.81,56.6,59.0,89.26,56.94,58.4,87.0,56.66,60.16,45.1,50.15,46.07
01/01/2006 13:00,59.55,54.15,61.71,52.19,56.51,58.84,88.37,56.73,58.32,86.11,56.51,59.94,45.1,49.42,45.96
01/01/2006 14:00,57.49,52.39,59.6,50.71,54.42,56.67,88.26,54.69,56.05,84.7,54.37,57.87,42.17,47.41,43.19
01/01/2006 15:00,57.91,52.5,59.93,50.46,55.12,57.0,88.03,55.06,56.38,85.0,55.12,58.3,43.78,47.41,44.55
01/01/2006 16:00,77.72,70.55,80.1,68.27,72.81,78.22,106.96,73.87,78.43,92.16,72.4,78.0,50.55,62.11,52.56
01/01/2006 17:00,84.15,76.75,86.68,73.13,77.11,84.54,133.21,79.43,84.82,100.0,76.67,84.46,66.52,74.15,68.25
01/01/2006 18:00,81.84,74.93,84.63,71.25,75.47,82.31,133.17,77.47,82.55,97.97,74.86,82.07,64.88,72.63,66.64
01/01/2006 19:00,80.1,73.17,82.7,69.62,74.22,80.67,126.01,75.95,80.88,94.55,73.69,80.32,63.37,70.0,64.88
01/01/2006 20:00,79.63,72.57,82.18,69.11,74.22,80.28,116.98,75.5,80.53,93.0,73.69,79.93,62.95,68.66,64.23
01/01/2006 21:00,73.48,67.4,76.02,64.47,69.43,73.5,100.32,69.99,73.58,91.38,69.29,73.76,59.44,63.7,60.42
01/01/2006 22:00,57.89,53.3,60.41,51.7,55.02,56.43,93.01,55.46,55.78,88.06,54.96,58.11,48.17,50.32,48.77
01/01/2006 23:00,54.8,50.33,56.18,48.6,52.75,54.69,88.23,52.38,54.59,65.4,52.7,54.85,45.6,46.76,45.97
01/02/2006 00:00,56.05,51.5,56.64,49.84,53.64,56.26,86.38,53.59,56.53,57.28,53.53,56.05,47.22,48.82,47.59
01/02/2006 01:00,49.9,45.75,50.38,44.32,49.18,50.05,83.42,47.71,50.29,50.86,47.9,50.0,41.69,42.79,41.93
01/02/2006 02:00,45.39,41.78,45.65,40.48,53.44,45.3,79.0,43.43,45.57,46.0,43.61,45.43,38.13,39.61,38.39
01/02/2006 03:00,43.75,40.31,43.96,39.14,52.51,43.66,60.0,41.82,43.91,44.29,41.99,43.75,37.0,38.13,37.17
01/02/2006 04:00,43.65,40.26,43.86,39.18,52.54,43.57,60.0,41.77,43.82,44.2,41.98,43.7,37.0,38.09,37.17
01/02/2006 05:00,40.74,37.58,41.09,36.49,52.01,40.78,81.55,39.02,41.01,41.4,39.14,40.78,34.38,35.67,34.61
01/02/2006 06:00,49.81,45.85,50.57,44.36,53.34,50.29,85.0,47.71,50.53,50.91,47.8,50.0,41.17,43.31,41.64
01/02/2006 07:00,57.47,52.38,58.83,50.35,54.41,58.34,84.62,54.79,58.83,59.26,54.36,57.85,45.11,48.95,45.79
01/02/2006 08:00,62.98,57.12,63.19,56.05,59.62,62.38,86.02,59.92,62.11,85.4,59.68,63.28,40.05,48.29,41.21
01/02/2006 09:00,69.45,63.13,69.99,61.76,65.5,69.12,86.7,66.03,69.0,89.58,65.23,69.77,43.48,53.56,45.0
01/02/2006 10:00,76.23,69.38,77.31,68.08,71.88,76.59,90.19,72.75,76.69,90.0,71.59,76.55,45.03,57.52,46.95
01/02/2006 11:00,76.42,69.36,77.74,67.44,72.14,76.97,89.0,72.94,77.18,89.14,72.14,76.76,45.57,58.12,47.5
01/02/2006 12:00,71.82,65.12,72.8,64.0,68.07,72.0,88.46,68.61,72.07,87.24,68.07,72.17,40.02,52.31,41.91
01/02/2006 13:00,72.64,65.97,73.66,64.69,68.84,72.88,88.55,69.32,72.93,87.04,68.9,72.95,43.34,54.39,45.0
01/02/2006 14:00,69.49,63.02,70.21,62.23,65.85,69.39,88.4,66.32,69.37,86.98,65.85,69.77,40.02,50.92,41.66
01/02/2006 15:00,69.84,63.39,70.66,62.79,66.12,69.87,89.96,66.65,69.9,85.86,66.12,70.12,40.02,50.95,41.63
01/02/2006 16:00,80.79,73.48,82.32,72.42,74.86,81.62,97.2,76.76,82.06,88.0,74.56,80.99,49.11,62.65,51.18
01/02/2006 17:00,97.69,89.24,100.58,85.72,89.64,99.76,133.82,92.56,100.49,101.5,88.91,98.21,74.72,84.46,76.51
01/02/2006 18:00,89.03,81.6,91.62,77.67,81.93,90.95,125.76,84.6,91.62,92.54,81.34,89.53,69.99,79.09,71.66
01/02/2006 19:00,83.88,76.71,86.09,73.21,77.27,85.39,121.22,79.71,85.9,90.72,76.64,84.35,65.63,73.27,67.0
01/02/2006 20:00,83.64,76.32,85.9,73.32,77.19,85.22,114.0,79.47,85.77,88.64,76.64,84.05,60.91,70.56,62.5
01/02/2006 21:00,76.87,70.09,78.22,67.04,72.14,77.38,97.0,73.16,77.52,88.95,72.07,77.15,60.14,65.79,60.98
01/02/2006 22:00,60.93,55.88,60.86,54.2,57.79,59.66,90.75,58.26,59.02,88.1,57.79,61.16,50.13,52.63,50.54
01/02/2006 23:00,56.56,51.9,56.41,50.22,54.39,55.41,88.24,54.12,54.7,78.98,54.34,56.62,47.08,48.54,47.46
01/03/2006 00:00,56.14,51.83,57.11,50.43,54.04,56.79,86.5,53.82,56.95,57.6,53.99,56.31,48.0,48.59,48.38
01/03/2006 01:00,54.95,50.61,55.69,48.87,53.05,55.37,84.36,52.73,55.58,56.16,52.99,55.0,46.18,47.13,46.55
01/03/2006 02:00,52.87,48.5,53.42,46.98,53.83,53.12,82.34,50.58,53.32,53.83,50.89,52.97,44.04,45.05,44.39
01/03/2006 03:00,49.44,45.36,49.96,43.93,52.9,49.67,82.22,47.3,49.86,50.34,47.59,49.53,41.18,42.03,41.51
01/03/2006 04:00,51.04,46.83,51.58,45.36,52.93,51.29,83.65,48.89,51.48,51.97,49.18,51.09,42.42,43.35,42.77
01/03/2006 05:00,54.89,50.79,55.74,49.05,54.51,55.37,83.65,52.73,55.63,56.26,52.79,55.0,45.89,47.99,46.52
01/03/2006 06:00,75.38,69.71,77.1,66.55,73.09,76.53,86.95,72.36,77.03,77.82,71.07,75.59,61.23,66.91,62.6
01/03/2006 07:00,87.26,80.9,89.17,76.85,77.95,88.6,91.16,83.71,89.34,90.0,81.48,87.47,59.0,72.0,61.25
01/03/2006 08:00,88.17,81.89,90.24,77.95,82.08,89.74,92.0,84.58,90.41,91.16,81.91,88.28,58.35,72.77,60.88
01/03/2006 09:00,89.9,82.85,92.18,78.93,83.29,91.5,92.86,85.83,92.26,93.03,83.12,90.19,59.0,72.81,61.4
01/03/2006 10:00,90.51,83.5,92.46,79.17,83.7,91.86,93.82,86.34,92.54,93.31,83.45,90.8,59.0,74.68,61.76
01/03/2006 11:00,89.71,82.6,91.82,78.22,83.12,91.14,93.36,85.74,91.9,92.66,83.2,90.08,59.0,73.59,61.52
01/03/2006 12:00,89.59,82.31,91.81,78.81,83.41,91.21,93.14,85.78,91.81,92.57,83.41,90.0,55.0,70.05,57.56
01/03/2006 13:00,88.97,81.73,91.17,78.5,82.91,90.58,92.02,85.1,91.17,92.01,83.08,89.46,55.0,69.29,57.46
01/03/2006 14:00,87.41,80.15,89.76,77.4,81.46,89.1,91.44,83.44,89.76,90.5,81.54,88.01,50.16,65.84,52.68
01/03/2006 15:00,88.2,81.03,90.72,63.38,82.2,90.13,92.14,84.2,90.8,91.55,82.2,88.85,54.05,68.42,56.43
01/03/2006 16:00,97.88,90.15,100.74,84.42,90.62,100.0,113.23,93.29,100.74,101.66,90.62,98.53,76.08,85.11,77.88
01/03/2006 17:00,121.23,113.54,124.45,106.77,113.19,123.76,137.12,116.75,124.67,125.59,113.42,121.46,97.35,109.87,100.22
01/03/2006 18:00,109.22,102.1,111.8,96.01,101.79,111.18,125.0,104.88,112.01,112.83,101.89,109.53,87.64,99.31,90.33
01/03/2006 19:00,101.82,95.46,104.13,89.78,94.98,103.56,122.47,97.97,104.33,105.0,95.08,102.21,82.46,93.15,84.96
01/03/2006 20:00,89.42,83.09,91.78,77.85,83.26,91.19,114.0,85.7,91.87,92.63,83.34,89.93,71.35,80.05,73.29
01/03/2006 21:00,83.55,77.48,85.61,72.9,77.72,85.05,108.37,79.77,85.68,86.47,77.79,84.11,67.38,74.24,68.8
01/03/2006 22:00,76.91,71.04,78.67,67.22,73.09,78.08,91.25,73.9,78.74,79.55,73.53,77.49,62.74,66.93,63.7
01/03/2006 23:00,59.71,55.81,61.09,53.98,57.19,60.75,87.9,57.65,60.98,61.72,57.19,60.0,51.11,53.23,51.74
01/04/2006 00:00,56.07,51.91,57.04,50.4,54.18,56.83,86.3,53.96,56.99,57.53,54.18,56.45,47.64,48.51,48.08
01/04/2006 01:00,51.97,48.06,52.78,46.76,50.27,52.58,84.46,50.07,52.68,53.13,50.27,52.27,44.06,44.56,44.36
01/04/2006 02:00,51.67,47.69,52.37,46.29,53.98,52.17,81.0,49.78,52.32,52.62,50.03,51.97,43.5,44.0,43.75
01/04/2006 03:00,50.9,47.07,51.59,45.79,53.05,51.39,80.73,49.08,51.49,51.83,49.33,51.19,43.09,41.94,43.33
01/04/2006 04:00,53.58,49.7,54.3,47.89,53.08,54.09,82.98,51.66,54.25,54.61,51.87,53.89,45.0,46.0,45.62
01/04/2006 05:00,57.83,54.27,59.0,52.15,55.49,58.72,83.24,55.94,58.89,59.39,55.43,58.16,49.26,54.0,50.26
01/04/2006 06:00,78.64,73.33,80.51,69.82,73.78,79.98,87.88,75.5,80.43,81.33,73.26,78.94,64.66,72.58,66.45
01/04/2006 07:00,88.5,81.97,90.51,76.86,82.64,89.92,92.69,84.9,90.59,91.26,82.64,88.84,69.83,79.71,72.17
01/04/2006 08:00,89.14,81.93,91.24,76.81,82.76,90.66,93.26,85.03,91.33,91.91,82.51,89.48,69.41,78.65,71.6
01/04/2006 09:00,94.95,87.53,97.09,81.89,88.15,96.47,98.61,90.66,97.18,97.81,87.97,95.21,74.21,85.11,76.8
